caseid,weight,votereg,Q2,Q3a,Q3b,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_7,Q4_8,Q4_9,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q4_16,Q4_17,Q4_18,Q4_19,Q4_20,Q4_21,Q5,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_11,Q8_12,Q8_13,Q8_14,Q8_15,Q8_16,Q8_17,Q8_18,Q8_19,Q8_20,Q8_21,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q10,Q11,Q12,Q13,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_7,Q14_8,Q14_9,Q14_10,Q14_11,Q14_12,Q15,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q16_10,Q16_11,Q16_12,Q16_13,Q16_14,Q16_15,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q20,Q21,Q22,tsmart_voter_score,tsmart_pid,tsmart_G2016_vote_type,tsmart_P2016_vote_type,tsmart_P2014_vote_type,tsmart_G2014_vote_type,tsmart_G2012_vote_type,tsmart_P2012_vote_type,tsmart_PP2012_vote_type,tsmart_match_status,vb_vf_g2018,vb_vf_p2018,vb_vf_p2018_party,birthyr,gender,race,educ,marstat,employ,faminc_new,pid3,pid7,presvote16post,inputstate,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime
1001669215,0.865808243444847,1,9,9,1,3,3,1,2,2,3,4,2,1,3,6,1,3,1,2,3,1,3,2,4,19,2,998,10,4,998,6,8,998,998,7,3,9,998,5,998,2,998,998,1,998,998,5,4,2,3,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,3,3,1,3,2,4,2,2,1,3,1,3,3,2,3,2,2,1,2,3,3,1,1,1,1,1,8,8,98,98,98,98,98,98,98,8,Y,Y,D,1979,1,1,6,1,2,5,4,3,1,13,1,98,5,5,2,2,3,09/04/2019 01:59:11,09/04/2019 02:21:55
1001670519,0.768248347573405,1,9,9,1,6,4,2,6,3,3,3,4,3,4,6,3,6,1,6,6,1,4,2,4,19,3,998,998,4,998,998,3,998,998,998,998,998,998,998,998,2,998,998,1,998,5,5,3,4,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,4,4,3,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,1,1,3,5,98,98,5,1,98,98,1,Y,,,1989,2,1,3,1,1,6,1,1,1,51,1,1,9,6,2,4,7,09/04/2019 02:14:36,09/04/2019 02:21:58
1001670593,0.865808243444847,1,9,9,1,5,3,1,2,2,2,5,5,2,2,6,2,3,2,2,4,1,3,3,4,19,2,998,998,2,998,998,998,998,998,998,3,998,998,998,998,998,998,998,1,998,998,5,3,2,4,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,3,3,3,3,3,2,3,4,4,4,2,4,3,3,3,2,3,3,2,3,1,1,2,1,1,2,3,3,98,9,9,11,11,98,1,A,Y,D,1988,1,1,6,1,1,11,1,1,1,51,1,1,5,4,2,3,6,09/04/2019 02:15:11,09/04/2019 02:22:34
1001635547,1.37122738225801,1,9,9,1,2,1,3,5,2,4,2,2,4,5,6,3,5,4,5,3,3,3,2,3,2,4,3,1,9,998,6,998,998,2,4,998,998,998,7,998,998,998,5,10,998,8,1,2,998,998,3,4,1,1,2,2,1,2,1,1,2,1,2,1,2,2,3,3,1,3,2,4,2,1,3,3,3,2,1,3,2,3,1,2,1,3,1,1,1,5,5,2,1,1,1,1,5,1,5,98,98,1,P,P,,1946,1,7,5,5,5,7,1,2,1,6,3,1,5,2,2,2,3,09/04/2019 02:00:45,09/04/2019 02:23:25
1001669831,0.629652338606077,1,9,9,1,3,2,4,3,2,4,4,4,3,3,5,2,3,3,5,3,2,4,2,4,2,4,8,1,998,9,4,3,998,998,998,6,998,998,10,998,5,998,998,2,998,7,1,3,5,4,2,4,1,1,2,1,2,2,1,2,2,2,2,1,2,2,3,3,1,2,1,3,3,2,2,2,3,2,2,2,2,2,2,2,3,2,1,4,1,2,3,3,2,1,2,1,98,98,7,98,98,1,E,E,,1970,2,2,3,1,2,6,1,1,1,12,2,1,1,5,2,2,3,09/04/2019 02:05:47,09/04/2019 02:24:04
1001474563,0.776103960665643,1,9,9,1,5,1,2,5,2,5,5,5,2,5,5,2,5,2,5,5,2,5,2,4,2,2,998,1,7,998,3,5,998,998,998,8,998,998,9,998,4,998,998,2,998,6,1,4,5,3,2,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,3,3,2,2,3,2,2,2,2,2,2,2,3,3,3,3,1,2,5,3,3,8,8,98,98,98,98,98,98,98,8,Y,Y,,1956,2,1,4,3,6,8,1,1,1,36,3,1,2,5,2,2,3,09/04/2019 02:10:34,09/04/2019 02:24:22
1001670753,2.72622222829022,1,9,9,1,6,2,6,3,6,2,6,6,6,6,6,5,6,2,6,6,1,6,5,4,2,2,998,1,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,1,998,998,998,998,5,1,1,2,2,2,2,2,2,2,2,2,2,2,1,4,2,3,2,3,3,4,4,2,3,3,3,3,2,3,4,4,3,3,3,3,3,2,1,2,3,8,8,98,98,98,98,98,98,98,8,,,,2000,2,4,2,5,8,9,1,1,7,36,3,3,6,4,2,1,1,09/04/2019 02:17:30,09/04/2019 02:24:36
1001670735,0.774742548848141,1,9,9,1,6,4,2,6,6,6,6,6,1,6,6,2,6,1,6,6,1,6,3,4,11,2,998,998,3,998,998,998,998,998,998,1,998,998,998,998,4,998,998,2,998,998,5,4,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,2,2,3,2,2,2,2,2,3,3,2,2,2,2,1,3,2,3,3,2,1,1,1,8,8,98,98,98,98,98,98,98,8,,,,1990,1,1,5,1,1,9,1,2,7,8,1,2,9,6,2,4,7,09/04/2019 02:17:06,09/04/2019 02:26:15
1001670571,0.768248347573405,1,9,9,1,6,2,2,6,2,6,6,2,2,6,6,2,6,2,6,6,2,6,6,4,19,4,998,2,998,998,998,998,998,998,998,3,998,998,998,998,998,998,998,1,998,998,2,5,3,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,3,3,3,2,3,2,2,2,3,2,2,2,3,3,3,3,1,1,3,5,3,2,3,5,5,5,5,5,98,98,1,,,,1975,2,1,3,1,1,7,1,1,7,39,1,1,11,6,2,2,1,09/04/2019 02:15:04,09/04/2019 02:27:13
474427481,0.925577875458364,1,9,9,1,5,1,2,3,1,3,2,3,1,1,5,2,5,2,3,3,1,4,2,4,5,3,998,3,998,998,1,998,998,998,998,4,5,998,998,998,6,998,998,2,998,998,3,1,4,5,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,3,2,3,2,2,3,3,2,2,2,2,2,2,2,3,3,3,3,3,1,2,2,1,1,3,1,1,1,1,1,1,1,1,P,P,,1959,2,1,5,1,2,9,1,1,1,55,2,1,11,6,2,4,6,09/04/2019 02:10:12,09/04/2019 02:28:53
1001670013,0.695691763957506,1,9,9,1,6,3,1,3,2,3,6,2,3,3,6,2,3,1,6,6,1,6,2,4,19,2,998,998,2,998,4,998,998,998,998,998,998,998,5,998,3,998,998,1,998,998,4,3,5,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,3,2,3,3,2,2,4,2,3,3,3,2,2,2,3,3,3,3,1,2,2,1,1,2,3,3,3,98,1,3,3,98,1,A,A,,1981,2,1,5,5,1,12,3,3,1,30,1,1,9,6,2,4,7,09/04/2019 02:08:00,09/04/2019 02:28:54
1001679545,0.999654233957982,1,9,9,1,6,2,3,6,2,4,6,4,5,6,6,2,6,2,6,4,2,6,4,4,2,4,998,1,998,998,5,998,998,998,998,998,998,998,4,998,3,998,998,2,998,998,1,4,5,3,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,2,3,3,2,2,3,2,3,3,2,3,2,2,3,3,3,3,3,1,1,5,1,3,3,1,98,98,1,1,98,98,1,P,,,1981,2,1,6,5,1,7,1,2,1,47,2,2,2,5,2,4,6,09/04/2019 02:23:04,09/04/2019 02:29:18
1001670835,0.696349967258162,1,9,9,1,5,3,3,5,2,3,3,3,1,3,5,4,3,1,5,4,1,4,2,4,19,4,998,5,9,998,4,6,998,998,10,2,7,998,998,998,3,998,998,1,998,8,5,4,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,2,2,3,3,2,2,3,1,3,2,2,2,3,2,1,2,3,3,4,1,2,5,3,8,8,98,98,98,98,98,98,98,8,,,,1977,2,1,6,1,1,11,1,1,1,22,1,2,10,6,2,4,6,09/04/2019 02:18:22,09/04/2019 02:30:20
1001547573,1.08376878017333,1,9,9,1,5,2,5,5,5,5,5,5,5,5,5,5,5,2,5,5,2,5,5,4,2,4,10,1,6,998,998,998,998,998,5,4,998,998,9,8,2,998,998,3,7,998,1,5,4,2,3,3,1,1,1,2,2,2,2,2,2,2,2,2,1,2,4,2,2,3,2,3,3,2,2,3,2,2,2,2,2,3,1,4,3,1,3,1,1,2,2,3,8,8,98,98,98,98,98,98,98,2,Y,,,1959,2,4,6,1,2,10,3,3,1,29,3,1,1,2,1,1,2,09/04/2019 02:06:21,09/04/2019 02:30:38
1001163585,0.706273963637814,1,9,9,1,5,1,5,5,5,5,2,5,5,5,5,5,5,5,6,5,2,5,5,2,2,3,998,1,10,998,5,998,998,4,998,998,7,998,998,6,3,9,8,2,998,998,1,4,5,3,2,4,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,3,4,3,3,3,3,2,3,3,2,3,2,3,3,3,2,3,3,3,4,3,4,1,1,2,1,3,5,5,5,5,5,98,98,1,,,,1953,2,2,3,1,2,4,1,2,1,45,2,2,1,2,1,1,2,09/04/2019 01:48:11,09/04/2019 02:30:59
1001679561,0.712422303101993,1,9,9,1,3,3,2,4,3,4,4,4,2,2,4,2,4,3,4,4,1,4,4,4,19,3,998,6,4,998,998,2,998,998,998,5,7,998,3,998,998,998,998,1,998,998,3,5,2,4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,2,2,3,2,3,3,2,2,3,2,3,3,3,3,3,3,2,1,1,3,3,5,98,98,98,11,98,98,1,Y,,,1977,2,1,5,5,2,3,1,1,1,17,1,1,11,6,2,4,6,09/04/2019 02:23:14,09/04/2019 02:31:02
1001679239,0.817366095878916,1,9,9,1,3,4,3,2,1,3,3,4,1,3,6,3,5,1,6,4,1,1,1,4,21,3,7,10,998,8,6,998,998,998,9,4,998,998,998,998,3,998,998,2,5,1,5,4,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,3,1,4,2,2,4,4,3,1,3,2,4,2,2,3,3,2,3,3,2,1,1,1,8,8,98,98,98,98,98,98,98,8,,,,1986,2,1,5,1,2,2,3,3,1,24,2,1,12,4,2,2,5,09/04/2019 02:19:55,09/04/2019 02:31:06
1001414683,1.139858718984,1,9,9,1,5,1,5,2,2,2,5,6,5,4,4,2,2,1,5,5,1,5,5,4,2,4,998,1,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,2,998,998,1,998,998,998,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,2,1,3,3,3,3,2,1,2,3,3,1,1,3,3,3,3,3,3,98,1,A,A,,1954,2,1,4,1,5,12,1,1,1,12,3,1,1,6,2,1,1,09/04/2019 02:17:02,09/04/2019 02:32:06
1001630319,0.654109389342102,1,9,9,1,6,3,2,6,2,3,6,3,1,4,6,2,6,1,6,2,1,3,5,4,16,2,998,998,998,998,4,998,998,998,998,3,998,998,998,998,1,998,998,2,998,998,5,4,3,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,2,3,2,2,3,4,2,3,3,3,2,2,2,3,3,3,3,3,1,1,1,1,2,8,4,4,3,5,3,3,98,1,A,A,,1949,2,1,4,3,5,2,3,3,1,6,1,1,9,6,2,4,7,09/03/2019 23:54:23,09/04/2019 02:32:15
1001231145,1.04701100460377,1,9,9,1,3,4,3,3,3,3,3,1,3,3,3,3,3,1,3,3,1,4,3,4,16,3,998,998,7,998,998,998,998,998,3,998,4,998,6,998,1,998,998,2,998,998,4,5,3,1,2,1,2,2,3,2,2,2,2,1,2,2,2,2,2,2,4,2,2,2,3,4,4,2,2,4,2,3,2,3,2,2,2,1,3,3,3,4,2,1,2,3,8,8,98,98,98,98,98,98,98,8,,,,1990,2,1,5,5,1,97,4,3,1,41,1,2,10,6,2,3,7,09/02/2019 19:13:15,09/04/2019 02:32:46
1001679711,0.768467714944892,1,9,9,1,6,2,2,5,2,3,5,5,2,5,6,2,6,2,5,6,1,5,5,4,19,3,998,2,6,998,5,8,998,998,998,3,998,998,7,998,4,998,998,1,998,998,2,5,4,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,1,3,3,3,2,3,3,3,2,2,3,2,3,2,4,3,3,3,3,1,1,1,5,3,1,1,2,2,1,2,2,2,98,1,E,P,D,1974,2,1,4,1,1,9,1,1,1,37,2,1,1,5,2,4,5,09/04/2019 02:25:04,09/04/2019 02:34:02
1000501795,1.86715170806988,1,9,9,1,5,1,1,5,5,2,5,5,1,2,5,2,5,2,1,5,2,5,2,4,2,4,998,1,5,998,6,998,998,7,998,2,998,998,8,998,4,998,9,3,998,10,1,4,2,5,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,3,1,3,3,3,3,1,3,3,3,4,2,2,1,4,8,4,8,4,1,2,1,1,2,1,2,1,98,2,2,1,98,1,E,P,D,1947,1,2,5,1,1,9,1,1,1,37,3,2,1,2,1,1,6,09/04/2019 02:24:31,09/04/2019 02:34:24
1001684961,0.696649724611621,1,9,9,1,6,5,6,6,6,5,6,6,5,6,6,5,6,5,6,6,5,5,6,4,22,4,998,3,998,998,998,998,998,9,998,998,8,5,4,998,6,10,7,2,1,998,997,997,997,997,997,5,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,4,3,3,2,4,4,3,4,4,4,2,3,4,3,2,2,8,3,3,1,3,8,1,5,3,2,8,2,98,98,2,1,98,98,1,E,,,1968,2,1,3,1,2,8,1,2,1,12,1,3,10,6,2,4,7,09/04/2019 02:29:08,09/04/2019 02:35:54
1001685213,1.7703777357057,1,9,9,2,4,3,3,4,3,3,3,3,1,2,2,3,2,1,2,3,2,2,1,2,16,2,10,998,998,998,998,8,998,6,9,3,5,7,998,998,4,998,998,2,998,1,2,5,4,1,3,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,4,3,4,3,3,3,2,3,3,3,3,3,2,3,3,2,3,3,3,8,3,3,2,1,1,4,1,98,98,98,98,98,98,98,1,,,,1988,1,2,5,6,1,5,1,2,1,12,2,1,11,5,2,2,7,09/04/2019 02:31:52,09/04/2019 02:35:58
1001670713,1.3150417465466,1,9,9,2,4,5,4,4,4,5,3,5,5,5,5,2,5,4,5,4,2,5,5,4,19,3,4,998,998,7,998,3,998,9,5,8,998,6,998,998,998,998,2,1,998,998,2,3,4,5,1,4,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,4,2,3,3,4,2,2,3,4,3,3,4,4,3,2,2,4,1,2,3,1,2,1,3,2,8,8,98,98,98,98,98,98,98,8,,,,1983,2,1,5,5,1,5,1,2,7,48,3,2,2,3,2,2,1,09/04/2019 02:17:10,09/04/2019 02:36:42
1001679629,1.12173091657224,1,9,9,1,6,3,5,6,2,3,6,6,2,6,6,2,6,1,6,6,1,4,2,4,19,2,998,6,998,998,998,998,5,998,998,998,998,998,4,998,2,998,998,1,998,3,5,4,3,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,3,2,2,3,4,3,2,4,2,3,2,2,3,4,2,3,3,3,3,4,2,2,2,1,8,8,98,98,98,98,98,98,98,8,P,,,1982,1,1,5,1,1,8,3,3,1,26,2,2,11,4,2,4,6,09/04/2019 02:24:09,09/04/2019 02:36:44
1001670553,1.11880152687448,1,9,9,2,6,2,6,6,6,6,6,6,6,6,6,6,6,1,6,6,1,6,2,4,16,3,998,998,998,998,998,998,998,998,998,998,998,998,998,998,1,998,998,2,998,3,3,5,4,1,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,3,2,3,2,3,2,2,2,3,2,3,2,3,2,2,1,3,3,3,3,1,1,1,2,1,8,8,98,98,98,98,98,98,98,8,M,,,1980,1,1,5,1,1,7,3,3,1,53,2,2,1,3,1,2,1,09/04/2019 02:14:53,09/04/2019 02:37:18
1001685295,0.849275101875573,1,9,9,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,998,1,998,998,4,9,998,10,998,6,998,998,5,998,3,998,8,2,998,7,1,3,5,4,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,3,4,4,3,4,4,4,3,4,4,4,3,3,4,3,4,1,3,3,3,3,3,3,1,1,2,8,8,98,98,98,98,98,98,98,8,,,,1978,2,2,4,1,2,6,1,1,1,35,3,1,2,2,1,1,2,09/04/2019 02:32:54,09/04/2019 02:38:38
1001685125,0.797061894323555,1,9,9,1,5,2,2,6,2,3,5,5,3,2,6,3,5,3,5,2,3,5,5,4,5,4,998,3,2,998,1,998,998,998,998,998,6,998,5,998,998,7,4,998,998,998,2,1,998,998,998,3,1,1,3,2,2,2,2,2,2,2,1,1,2,2,2,4,2,3,2,3,2,2,3,3,3,2,3,3,3,2,1,3,3,3,3,3,1,2,2,1,3,1,1,1,98,98,1,98,98,1,P,,,1980,2,1,3,6,1,7,3,3,1,42,2,2,10,5,2,2,8,09/04/2019 02:30:55,09/04/2019 02:38:57
1001685059,1.29421845820493,1,9,9,2,6,1,5,6,6,6,6,6,6,6,6,5,5,2,6,6,5,6,6,3,2,2,998,1,9,998,10,998,998,8,998,5,998,998,4,7,2,998,998,3,998,6,1,5,4,2,3,4,1,1,1,2,2,2,2,2,2,2,2,2,2,1,3,3,2,2,3,3,2,3,2,3,2,3,2,3,2,2,4,3,3,3,8,2,3,5,5,2,8,8,98,98,98,98,98,98,98,8,Y,,,1979,2,1,4,1,1,9,1,2,1,22,3,2,11,5,2,3,3,09/04/2019 02:30:10,09/04/2019 02:38:58
1001685085,0.712422303101993,1,9,9,1,3,3,1,3,1,3,4,4,1,3,6,2,3,2,5,4,1,4,2,4,5,3,998,998,5,998,1,4,998,998,998,3,998,998,7,998,8,998,998,2,998,6,5,1,3,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,4,2,2,2,4,1,3,3,2,3,2,2,3,3,2,3,3,2,1,1,1,8,8,98,98,98,98,98,98,98,8,Y,Y,,1986,2,1,5,1,1,6,1,1,1,20,1,1,9,6,2,4,7,09/04/2019 02:30:29,09/04/2019 02:39:08
1001559565,0.586699503645905,1,9,9,1,6,2,2,5,4,5,5,6,3,5,6,5,5,3,6,5,2,6,5,4,19,2,998,1,4,998,998,998,9,10,998,5,6,998,8,998,3,998,7,2,998,998,2,5,4,3,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,1,4,2,4,3,3,2,4,3,1,2,2,2,3,2,3,2,2,8,2,1,8,1,3,3,1,1,1,3,5,5,98,5,5,98,98,1,Y,,,1963,2,2,4,1,2,8,1,1,1,28,1,4,1,2,1,1,1,09/04/2019 02:07:32,09/04/2019 02:40:00
1001685177,0.644483617641405,1,9,9,1,5,2,2,5,6,5,5,6,5,5,6,5,5,2,6,5,2,5,5,3,2,2,7,1,4,998,998,8,998,5,998,998,998,10,9,6,2,998,998,3,998,998,1,4,5,2,3,4,1,1,1,2,2,2,2,2,2,2,2,2,2,1,3,4,4,4,3,4,4,2,2,2,3,4,4,4,4,2,2,3,3,1,1,2,1,1,5,1,2,3,5,98,98,5,5,98,98,1,,,,1965,1,2,3,1,1,8,1,2,1,1,1,1,1,2,1,1,4,09/04/2019 02:31:27,09/04/2019 02:40:18
1001640567,0.293929602114134,1,9,9,2,6,3,2,6,2,3,6,3,2,5,6,2,5,2,6,6,2,4,2,4,19,3,998,998,7,998,3,6,998,998,998,4,998,998,8,998,2,998,998,1,998,5,5,4,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,2,3,4,3,3,3,3,4,4,2,3,2,3,3,1,4,1,1,3,4,3,98,98,98,98,98,98,98,1,P,,,1992,1,4,6,5,8,5,1,1,1,26,2,2,11,6,2,4,7,09/04/2019 02:32:14,09/04/2019 02:41:06
1001548713,0.629652338606077,1,9,9,1,5,1,5,5,6,5,6,6,6,6,6,6,6,2,6,5,5,6,5,4,2,4,998,1,998,998,998,998,3,998,998,998,998,998,998,998,998,998,998,998,998,2,1,3,4,5,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,4,4,4,4,3,4,4,3,3,4,4,3,4,4,4,2,2,4,4,4,4,3,4,5,5,3,5,8,98,98,98,98,98,98,98,1,,,,1956,2,2,3,3,1,97,1,1,1,13,2,1,11,5,2,1,4,09/04/2019 02:12:37,09/04/2019 02:41:53
1001669953,0.925751874838724,1,9,9,1,2,2,2,2,2,5,5,4,1,2,6,2,5,3,6,5,1,5,5,4,19,2,9,3,7,10,6,5,998,998,998,2,8,998,4,998,998,998,998,1,998,998,3,4,2,998,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,3,2,3,3,3,4,4,3,3,4,4,2,4,3,3,3,2,1,3,3,3,3,2,5,5,2,8,8,98,98,98,98,98,98,98,2,,,,1973,2,2,6,1,5,8,1,1,7,6,2,1,12,3,2,2,3,09/04/2019 02:07:24,09/04/2019 02:42:51
1001685565,0.999654233957982,1,9,9,1,5,2,2,5,5,5,5,5,2,5,5,5,5,2,5,5,2,5,5,4,22,4,998,1,5,998,7,8,998,998,998,2,9,998,6,998,3,998,998,4,10,998,2,5,4,1,3,5,1,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,1,3,3,3,3,4,2,3,2,4,2,3,2,2,2,3,3,3,3,3,1,5,5,3,8,8,98,98,98,98,98,98,98,8,,,,1988,2,1,6,1,1,9,3,3,1,29,2,1,10,6,2,4,6,09/04/2019 02:35:15,09/04/2019 02:44:40
1001626451,0.765632243412653,1,9,9,1,5,5,1,6,5,5,5,5,5,1,6,5,5,2,6,6,5,5,6,4,12,3,998,5,2,998,998,998,8,7,6,9,1,998,998,998,3,998,998,4,10,998,3,5,4,1,2,3,2,3,1,2,2,2,2,1,2,2,2,2,1,2,3,3,3,3,4,4,3,4,3,4,3,4,3,3,4,3,2,3,3,3,3,3,2,1,1,3,8,8,98,98,98,98,98,98,98,8,P,,,1963,2,1,3,5,1,4,1,1,1,27,2,1,1,4,2,1,1,09/04/2019 02:31:42,09/04/2019 02:45:36
1001686045,0.940973933120501,1,9,9,1,2,3,2,6,1,4,6,2,1,3,6,2,3,1,6,6,1,3,2,4,19,2,998,998,998,998,4,998,998,998,998,3,998,998,998,998,2,998,998,1,998,998,5,4,3,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,3,2,3,3,4,4,3,3,4,4,4,3,3,3,4,2,3,3,3,3,1,2,1,2,1,1,1,4,4,3,4,3,98,98,1,A,A,,1980,2,6,6,1,2,8,1,1,1,6,1,1,2,3,2,1,2,09/04/2019 02:40:10,09/04/2019 02:46:00
1001685851,1.14907830965941,1,9,9,2,6,1,3,2,4,6,6,5,4,5,6,2,6,2,6,6,5,6,6,4,2,2,998,1,998,2,998,9,7,998,5,998,4,998,10,998,3,998,998,6,998,8,1,4,5,2,3,4,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,3,1,2,2,4,3,1,3,2,2,1,2,3,2,2,1,3,3,3,1,1,3,2,2,2,8,8,98,98,98,98,98,98,98,8,,,,1976,2,1,4,1,7,7,1,2,6,30,3,3,2,3,2,1,1,09/04/2019 02:37:59,09/04/2019 02:46:11
1001685705,0.765632243412653,1,9,9,1,6,1,5,5,1,5,6,5,2,5,6,2,5,1,5,6,1,6,5,4,19,4,998,3,10,998,4,998,998,998,8,7,9,998,5,998,1,6,998,2,998,998,3,4,5,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,3,3,3,3,4,3,4,3,3,4,3,4,2,3,1,3,3,3,3,1,1,1,2,1,2,1,5,5,5,5,5,98,98,1,Y,Y,,1964,2,1,3,5,6,2,1,1,1,31,2,2,1,6,2,3,6,09/04/2019 02:36:24,09/04/2019 02:46:13
1001684845,1.60107779759658,1,9,9,1,6,5,6,6,6,6,5,6,6,6,6,6,6,5,6,6,5,6,6,2,2,5,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,1,998,998,2,998,998,998,1,2,1,1,3,2,2,2,2,2,2,2,2,2,2,1,4,2,1,2,1,2,2,1,2,2,2,2,2,3,2,2,2,3,3,3,1,2,3,2,5,3,1,1,2,98,98,2,2,98,98,1,,,,1994,2,1,2,1,5,8,1,2,2,18,3,2,1,2,1,1,1,09/04/2019 02:27:47,09/04/2019 02:47:04
1001684979,0.82925636395633,1,9,9,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,16,2,998,3,998,998,998,998,2,998,998,4,998,998,5,998,1,998,998,6,998,998,2,5,3,1,4,4,8,1,1,2,2,1,1,1,2,1,2,2,2,2,3,2,1,2,3,3,3,2,2,3,3,3,1,2,2,3,1,3,8,1,1,1,2,2,2,1,8,8,98,98,98,98,98,98,98,8,,,,1984,1,1,4,1,1,9,1,2,1,12,2,2,2,4,2,2,3,09/04/2019 02:29:19,09/04/2019 02:47:16
1001685991,0.884979413126185,1,9,9,1,6,3,2,6,2,3,3,3,2,3,6,2,3,2,6,6,1,4,2,4,19,3,998,5,6,998,4,9,998,998,998,3,10,998,8,998,2,998,998,1,998,7,5,4,3,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,3,3,3,2,3,2,2,2,2,2,2,2,1,2,4,3,1,2,5,5,3,8,8,98,98,98,98,98,98,98,8,,,,1993,2,1,6,5,1,5,1,1,1,6,1,1,11,4,2,4,6,09/04/2019 02:39:29,09/04/2019 02:47:20
1001641893,0.629652338606077,1,9,9,1,4,1,2,4,4,2,4,3,4,4,2,4,4,2,4,3,2,4,3,4,2,2,998,1,4,998,998,998,5,8,998,998,998,998,6,998,3,998,7,2,10,9,1,5,4,3,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,3,3,3,3,2,4,4,2,3,2,3,2,2,4,3,3,2,2,2,1,2,1,1,1,2,1,4,1,98,98,98,98,98,98,98,1,,,,1965,2,2,3,5,1,3,1,1,1,36,2,2,2,2,1,1,4,09/04/2019 02:30:44,09/04/2019 02:47:34
1001685425,1.23516419012449,1,9,9,1,6,3,2,6,2,5,5,5,1,3,6,3,6,2,6,6,1,4,2,4,19,3,998,8,6,998,7,5,998,998,998,2,9,998,10,998,4,998,998,1,998,3,5,4,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,4,2,3,3,4,2,4,4,4,3,3,3,2,4,4,2,4,3,2,3,4,4,1,1,1,3,8,4,98,98,98,3,3,98,1,A,A,,1993,1,1,5,5,8,97,3,3,1,6,6,2,5,6,2,3,8,09/04/2019 02:33:58,09/04/2019 02:48:03
